data_somministrazione,area,fascia_anagrafica,vaccinazioni,booster,cum_vaccinazioni,cum_booster
2020-12-29,UMB,70-79,0,0,0,0
2020-12-29,UMB,80-89,0,0,0,0
2020-12-29,UMB,90+,0,0,0,0
2020-12-29,VDA,05-11,0,0,0,0
2020-12-29,VDA,12-19,0,0,0,0
2020-12-29,VDA,20-29,0,0,0,0
2020-12-29,VDA,30-39,0,0,0,0
2020-12-29,VDA,40-49,0,0,0,0
2020-12-29,VDA,50-59,0,0,0,0
2020-12-29,VDA,60-69,0,0,0,0
2020-12-29,VDA,70-79,0,0,0,0
2020-12-29,VDA,80-89,0,0,0,0
2020-12-29,VDA,90+,0,0,0,0
2020-12-29,VEN,05-11,0,0,0,0
2020-12-29,VEN,12-19,0,0,0,0
2020-12-29,VEN,20-29,0,0,2,0
2020-12-29,VEN,30-39,0,0,0,0
2020-12-29,VEN,40-49,0,0,0,0
2020-12-29,VEN,50-59,0,0,1,0
2020-12-29,VEN,60-69,0,0,0,0
2020-12-29,VEN,70-79,0,0,0,0
2020-12-29,VEN,80-89,0,0,0,0
2020-12-29,VEN,90+,0,0,0,0
2020-12-30,ABR,05-11,0,0,0,0
2020-12-30,ABR,12-19,0,0,0,0
2020-12-30,ABR,20-29,0,0,0,0
2020-12-30,ABR,30-39,0,0,0,0
2020-12-30,ABR,40-49,0,0,0,0
2020-12-30,ABR,50-59,0,0,0,0
2020-12-30,ABR,60-69,0,0,0,0
2020-12-30,ABR,70-79,0,0,0,0
2020-12-30,ABR,80-89,0,0,0,0
2020-12-30,ABR,90+,0,0,0,0
2020-12-30,BAS,05-11,0,0,0,0
2020-12-30,BAS,12-19,0,0,0,0
2020-12-30,BAS,20-29,0,0,0,0
2020-12-30,BAS,30-39,0,0,0,0
2020-12-30,BAS,40-49,0,0,0,0
2020-12-30,BAS,50-59,0,0,0,0
2020-12-30,BAS,60-69,0,0,0,0
2020-12-30,BAS,70-79,0,0,0,0
2020-12-30,BAS,80-89,0,0,0,0
2020-12-30,BAS,90+,0,0,0,0
2020-12-30,CAL,05-11,0,0,0,0
2020-12-30,CAL,12-19,0,0,0,0
2020-12-30,CAL,20-29,0,0,0,0
2020-12-30,CAL,30-39,0,0,0,0
2020-12-30,CAL,40-49,0,0,0,0
2020-12-30,CAL,50-59,0,0,0,0
2020-12-30,CAL,60-69,0,0,0,0
2020-12-30,CAL,70-79,0,0,0,0
2020-12-30,CAL,80-89,0,0,0,0
2020-12-30,CAL,90+,0,0,0,0
2020-12-30,CAM,05-11,0,0,0,0
2020-12-30,CAM,12-19,0,0,0,0
2020-12-30,CAM,20-29,0,0,0,0
2020-12-30,CAM,30-39,0,0,0,0
2020-12-30,CAM,40-49,0,0,0,0
2020-12-30,CAM,50-59,0,0,0,0
2020-12-30,CAM,60-69,0,0,1,0
2020-12-30,CAM,70-79,0,0,0,0
2020-12-30,CAM,80-89,0,0,0,0
2020-12-30,CAM,90+,0,0,0,0
2020-12-30,EMR,05-11,0,0,0,0
2020-12-30,EMR,12-19,0,0,0,0
2020-12-30,EMR,20-29,0,0,0,0
2020-12-30,EMR,30-39,0,0,0,0
2020-12-30,EMR,40-49,0,0,0,0
2020-12-30,EMR,50-59,0,0,0,0
2020-12-30,EMR,60-69,0,0,0,0
2020-12-30,EMR,70-79,0,0,0,0
2020-12-30,EMR,80-89,0,0,0,0
2020-12-30,EMR,90+,0,0,0,0
2020-12-30,FVG,05-11,0,0,0,0
2020-12-30,FVG,12-19,0,0,0,0
2020-12-30,FVG,20-29,0,0,0,0
2020-12-30,FVG,30-39,0,0,0,0
2020-12-30,FVG,40-49,0,0,0,0
2020-12-30,FVG,50-59,0,0,0,0
2020-12-30,FVG,60-69,0,0,0,0
2020-12-30,FVG,70-79,0,0,0,0
2020-12-30,FVG,80-89,0,0,0,0
2020-12-30,FVG,90+,0,0,0,0
2020-12-30,LAZ,05-11,0,0,0,0
2020-12-30,LAZ,12-19,0,0,0,0
2020-12-30,LAZ,20-29,0,0,1,0
2020-12-30,LAZ,30-39,0,0,0,0
2020-12-30,LAZ,40-49,0,0,1,0
2020-12-30,LAZ,50-59,0,0,0,0
2020-12-30,LAZ,60-69,0,0,0,0
2020-12-30,LAZ,70-79,0,0,0,0
2020-12-30,LAZ,80-89,0,0,0,0
2020-12-30,LAZ,90+,0,0,0,0
2020-12-30,LIG,05-11,0,0,0,0
2020-12-30,LIG,12-19,0,0,0,0
2020-12-30,LIG,20-29,0,0,0,0
2020-12-30,LIG,30-39,0,0,0,0
2020-12-30,LIG,40-49,0,0,0,0
2020-12-30,LIG,50-59,0,0,0,0
2020-12-30,LIG,60-69,0,0,1,0
2020-12-30,LIG,70-79,0,0,0,0
2020-12-30,LIG,80-89,0,0,0,0
2020-12-30,LIG,90+,0,0,0,0
2020-12-30,LOM,05-11,0,0,0,0
2020-12-30,LOM,12-19,0,0,0,0
2020-12-30,LOM,20-29,0,0,0,0
2020-12-30,LOM,30-39,0,0,0,0
2020-12-30,LOM,40-49,0,0,1,0
2020-12-30,LOM,50-59,0,0,0,0
2020-12-30,LOM,60-69,0,0,0,0
2020-12-30,LOM,70-79,0,0,0,0
2020-12-30,LOM,80-89,0,0,0,0
2020-12-30,LOM,90+,0,0,0,0
2020-12-30,MAR,05-11,0,0,0,0
2020-12-30,MAR,12-19,0,0,0,0
2020-12-30,MAR,20-29,0,0,0,0
2020-12-30,MAR,30-39,0,0,0,0
2020-12-30,MAR,40-49,0,0,0,0
2020-12-30,MAR,50-59,0,0,0,0
2020-12-30,MAR,60-69,0,0,1,0
2020-12-30,MAR,70-79,0,0,0,0
2020-12-30,MAR,80-89,0,0,0,0
2020-12-30,MAR,90+,0,0,0,0
2020-12-30,MOL,05-11,0,0,0,0
2020-12-30,MOL,12-19,0,0,0,0
2020-12-30,MOL,20-29,0,0,0,0
2020-12-30,MOL,30-39,0,0,0,0
2020-12-30,MOL,40-49,0,0,0,0
2020-12-30,MOL,50-59,0,0,0,0
2020-12-30,MOL,60-69,0,0,1,0
2020-12-30,MOL,70-79,0,0,2,0
2020-12-30,MOL,80-89,0,0,1,0
2020-12-30,MOL,90+,0,0,2,0
2020-12-30,PAB,05-11,0,0,0,0
2020-12-30,PAB,12-19,0,0,0,0
2020-12-30,PAB,20-29,1,0,1,0
2020-12-30,PAB,30-39,1,0,1,0
2020-12-30,PAB,40-49,0,0,0,0
2020-12-30,PAB,50-59,0,0,0,0
2020-12-30,PAB,60-69,0,0,0,0
2020-12-30,PAB,70-79,0,0,0,0
2020-12-30,PAB,80-89,0,0,0,0
2020-12-30,PAB,90+,0,0,0,0
2020-12-30,PAT,05-11,0,0,0,0
2020-12-30,PAT,12-19,0,0,0,0
2020-12-30,PAT,20-29,0,0,0,0
2020-12-30,PAT,30-39,0,0,0,0
2020-12-30,PAT,40-49,0,0,0,0
2020-12-30,PAT,50-59,0,0,0,0
2020-12-30,PAT,60-69,0,0,0,0
2020-12-30,PAT,70-79,0,0,0,0
2020-12-30,PAT,80-89,0,0,0,0
2020-12-30,PAT,90+,0,0,0,0
2020-12-30,PIE,05-11,0,0,0,0
2020-12-30,PIE,12-19,0,0,0,0
2020-12-30,PIE,20-29,0,0,0,0
2020-12-30,PIE,30-39,0,0,0,0
2020-12-30,PIE,40-49,0,0,0,0
2020-12-30,PIE,50-59,0,0,2,0
2020-12-30,PIE,60-69,0,0,0,0
2020-12-30,PIE,70-79,0,0,0,0
2020-12-30,PIE,80-89,0,0,0,0
2020-12-30,PIE,90+,0,0,0,0
2020-12-30,PUG,05-11,0,0,0,0
2020-12-30,PUG,12-19,0,0,0,0
2020-12-30,PUG,20-29,0,0,0,0
2020-12-30,PUG,30-39,0,0,0,0
2020-12-30,PUG,40-49,0,0,0,0
2020-12-30,PUG,50-59,0,0,0,0
2020-12-30,PUG,60-69,0,0,0,0
2020-12-30,PUG,70-79,0,0,0,0
2020-12-30,PUG,80-89,0,0,0,0
2020-12-30,PUG,90+,0,0,0,0
2020-12-30,SAR,05-11,0,0,0,0
2020-12-30,SAR,12-19,0,0,0,0
2020-12-30,SAR,20-29,0,0,0,0
2020-12-30,SAR,30-39,0,0,0,0
2020-12-30,SAR,40-49,0,0,1,0
2020-12-30,SAR,50-59,0,0,0,0
2020-12-30,SAR,60-69,0,0,0,0
2020-12-30,SAR,70-79,0,0,0,0
2020-12-30,SAR,80-89,0,0,0,0
2020-12-30,SAR,90+,0,0,0,0
2020-12-30,SIC,05-11,0,0,0,0
2020-12-30,SIC,12-19,0,0,0,0
2020-12-30,SIC,20-29,0,0,0,0
2020-12-30,SIC,30-39,0,0,1,0
2020-12-30,SIC,40-49,0,0,0,0
2020-12-30,SIC,50-59,0,0,0,0
2020-12-30,SIC,60-69,0,0,0,0
2020-12-30,SIC,70-79,0,0,0,0
2020-12-30,SIC,80-89,0,0,0,0
2020-12-30,SIC,90+,0,0,0,0
2020-12-30,TOS,05-11,0,0,0,0
2020-12-30,TOS,12-19,0,0,0,0
2020-12-30,TOS,20-29,0,0,0,0
2020-12-30,TOS,30-39,0,0,0,0
2020-12-30,TOS,40-49,1,0,1,0
2020-12-30,TOS,50-59,0,0,0,0
2020-12-30,TOS,60-69,0,0,1,0
2020-12-30,TOS,70-79,0,0,0,0
2020-12-30,TOS,80-89,0,0,0,0
2020-12-30,TOS,90+,0,0,0,0
2020-12-30,UMB,05-11,0,0,0,0
2020-12-30,UMB,12-19,0,0,0,0
2020-12-30,UMB,20-29,0,0,0,0
2020-12-30,UMB,30-39,0,0,0,0
2020-12-30,UMB,40-49,0,0,0,0
2020-12-30,UMB,50-59,0,0,0,0
2020-12-30,UMB,60-69,0,0,0,0
2020-12-30,UMB,70-79,0,0,0,0
2020-12-30,UMB,80-89,0,0,0,0
2020-12-30,UMB,90+,0,0,0,0
2020-12-30,VDA,05-11,0,0,0,0
2020-12-30,VDA,12-19,0,0,0,0
2020-12-30,VDA,20-29,0,0,0,0
2020-12-30,VDA,30-39,0,0,0,0
2020-12-30,VDA,40-49,0,0,0,0
2020-12-30,VDA,50-59,0,0,0,0
2020-12-30,VDA,60-69,0,0,0,0
2020-12-30,VDA,70-79,0,0,0,0
2020-12-30,VDA,80-89,0,0,0,0
2020-12-30,VDA,90+,0,0,0,0
2020-12-30,VEN,05-11,0,0,0,0
2020-12-30,VEN,12-19,0,0,0,0
2020-12-30,VEN,20-29,2,0,4,0
2020-12-30,VEN,30-39,1,0,1,0
2020-12-30,VEN,40-49,0,0,0,0
2020-12-30,VEN,50-59,0,0,1,0
2020-12-30,VEN,60-69,0,0,0,0
2020-12-30,VEN,70-79,0,0,0,0
2020-12-30,VEN,80-89,0,0,0,0
2020-12-30,VEN,90+,0,0,0,0
2020-12-31,ABR,05-11,0,0,0,0
2020-12-31,ABR,12-19,0,0,0,0
2020-12-31,ABR,20-29,0,0,0,0
2020-12-31,ABR,30-39,0,0,0,0
2020-12-31,ABR,40-49,0,0,0,0
2020-12-31,ABR,50-59,0,0,0,0
2020-12-31,ABR,60-69,0,0,0,0
2020-12-31,ABR,70-79,0,0,0,0
2020-12-31,ABR,80-89,0,0,0,0
2020-12-31,ABR,90+,0,0,0,0
2020-12-31,BAS,05-11,0,0,0,0
2020-12-31,BAS,12-19,0,0,0,0
2020-12-31,BAS,20-29,0,0,0,0
2020-12-31,BAS,30-39,0,0,0,0
2020-12-31,BAS,40-49,0,0,0,0
2020-12-31,BAS,50-59,0,0,0,0
2020-12-31,BAS,60-69,0,0,0,0
2020-12-31,BAS,70-79,0,0,0,0
2020-12-31,BAS,80-89,0,0,0,0
2020-12-31,BAS,90+,0,0,0,0
2020-12-31,CAL,05-11,0,0,0,0
2020-12-31,CAL,12-19,0,0,0,0
2020-12-31,CAL,20-29,0,0,0,0
2020-12-31,CAL,30-39,0,0,0,0
2020-12-31,CAL,40-49,0,0,0,0
2020-12-31,CAL,50-59,0,0,0,0
2020-12-31,CAL,60-69,0,0,0,0
2020-12-31,CAL,70-79,0,0,0,0
2020-12-31,CAL,80-89,0,0,0,0
2020-12-31,CAL,90+,0,0,0,0
2020-12-31,CAM,05-11,0,0,0,0
2020-12-31,CAM,12-19,0,0,0,0
2020-12-31,CAM,20-29,0,0,0,0
2020-12-31,CAM,30-39,0,0,0,0
2020-12-31,CAM,40-49,1,0,1,0
2020-12-31,CAM,50-59,1,0,1,0
2020-12-31,CAM,60-69,1,0,2,0
2020-12-31,CAM,70-79,0,0,0,0
2020-12-31,CAM,80-89,0,0,0,0
2020-12-31,CAM,90+,0,0,0,0
2020-12-31,EMR,05-11,0,0,0,0
2020-12-31,EMR,12-19,0,0,0,0
2020-12-31,EMR,20-29,0,0,0,0
2020-12-31,EMR,30-39,0,0,0,0
2020-12-31,EMR,40-49,2,0,2,0
2020-12-31,EMR,50-59,1,0,1,0
2020-12-31,EMR,60-69,0,0,0,0
2020-12-31,EMR,70-79,1,0,1,0
2020-12-31,EMR,80-89,2,0,2,0
2020-12-31,EMR,90+,1,0,1,0
2020-12-31,FVG,05-11,0,0,0,0
2020-12-31,FVG,12-19,0,0,0,0
2020-12-31,FVG,20-29,1,0,1,0
2020-12-31,FVG,30-39,0,0,0,0
2020-12-31,FVG,40-49,0,0,0,0
2020-12-31,FVG,50-59,0,0,0,0
2020-12-31,FVG,60-69,0,0,0,0
2020-12-31,FVG,70-79,0,0,0,0
2020-12-31,FVG,80-89,0,0,0,0
2020-12-31,FVG,90+,0,0,0,0
2020-12-31,LAZ,05-11,0,0,0,0
2020-12-31,LAZ,12-19,0,0,0,0
2020-12-31,LAZ,20-29,0,0,1,0
2020-12-31,LAZ,30-39,0,0,0,0
2020-12-31,LAZ,40-49,2,0,3,0
2020-12-31,LAZ,50-59,3,0,3,0
2020-12-31,LAZ,60-69,2,0,2,0
2020-12-31,LAZ,70-79,0,0,0,0
2020-12-31,LAZ,80-89,0,0,0,0
2020-12-31,LAZ,90+,0,0,0,0
2020-12-31,LIG,05-11,0,0,0,0
2020-12-31,LIG,12-19,0,0,0,0
2020-12-31,LIG,20-29,0,0,0,0
2020-12-31,LIG,30-39,0,0,0,0
2020-12-31,LIG,40-49,0,0,0,0
2020-12-31,LIG,50-59,0,0,0,0
2020-12-31,LIG,60-69,1,0,2,0
2020-12-31,LIG,70-79,0,0,0,0
2020-12-31,LIG,80-89,0,0,0,0
2020-12-31,LIG,90+,0,0,0,0
2020-12-31,LOM,05-11,0,0,0,0
2020-12-31,LOM,12-19,0,0,0,0
2020-12-31,LOM,20-29,0,0,0,0
2020-12-31,LOM,30-39,0,0,0,0
2020-12-31,LOM,40-49,0,0,1,0
2020-12-31,LOM,50-59,0,0,0,0
2020-12-31,LOM,60-69,0,0,0,0
2020-12-31,LOM,70-79,0,0,0,0
2020-12-31,LOM,80-89,0,0,0,0
2020-12-31,LOM,90+,0,0,0,0
2020-12-31,MAR,05-11,0,0,0,0
2020-12-31,MAR,12-19,0,0,0,0
2020-12-31,MAR,20-29,0,0,0,0
2020-12-31,MAR,30-39,0,0,0,0
2020-12-31,MAR,40-49,0,0,0,0
2020-12-31,MAR,50-59,0,0,0,0
2020-12-31,MAR,60-69,0,0,1,0
2020-12-31,MAR,70-79,0,0,0,0
2020-12-31,MAR,80-89,0,0,0,0
2020-12-31,MAR,90+,0,0,0,0
2020-12-31,MOL,05-11,0,0,0,0
2020-12-31,MOL,12-19,0,0,0,0
2020-12-31,MOL,20-29,0,0,0,0
2020-12-31,MOL,30-39,0,0,0,0
2020-12-31,MOL,40-49,0,0,0,0
2020-12-31,MOL,50-59,0,0,0,0
2020-12-31,MOL,60-69,0,0,1,0
2020-12-31,MOL,70-79,0,0,2,0
2020-12-31,MOL,80-89,0,0,1,0
2020-12-31,MOL,90+,0,0,2,0
2020-12-31,PAB,05-11,0,0,0,0
2020-12-31,PAB,12-19,0,0,0,0
2020-12-31,PAB,20-29,0,0,1,0
2020-12-31,PAB,30-39,0,0,1,0
2020-12-31,PAB,40-49,1,0,1,0
2020-12-31,PAB,50-59,1,0,1,0
2020-12-31,PAB,60-69,0,0,0,0
2020-12-31,PAB,70-79,0,0,0,0
2020-12-31,PAB,80-89,0,0,0,0
2020-12-31,PAB,90+,0,0,0,0
2020-12-31,PAT,05-11,0,0,0,0
2020-12-31,PAT,12-19,0,0,0,0
2020-12-31,PAT,20-29,0,0,0,0
2020-12-31,PAT,30-39,0,0,0,0
2020-12-31,PAT,40-49,0,0,0,0
2020-12-31,PAT,50-59,0,0,0,0
2020-12-31,PAT,60-69,0,0,0,0
2020-12-31,PAT,70-79,0,0,0,0
2020-12-31,PAT,80-89,1,0,1,0
2020-12-31,PAT,90+,0,0,0,0
2020-12-31,PIE,05-11,0,0,0,0
2020-12-31,PIE,12-19,0,0,0,0
2020-12-31,PIE,20-29,0,0,0,0
2020-12-31,PIE,30-39,2,0,2,0
2020-12-31,PIE,40-49,1,0,1,0
2020-12-31,PIE,50-59,3,0,5,0
2020-12-31,PIE,60-69,0,0,0,0
2020-12-31,PIE,70-79,0,0,0,0
2020-12-31,PIE,80-89,0,0,0,0
2020-12-31,PIE,90+,0,0,0,0
2020-12-31,PUG,05-11,0,0,0,0
2020-12-31,PUG,12-19,0,0,0,0
2020-12-31,PUG,20-29,0,0,0,0
2020-12-31,PUG,30-39,0,0,0,0
2020-12-31,PUG,40-49,0,0,0,0
2020-12-31,PUG,50-59,2,0,2,0
2020-12-31,PUG,60-69,0,0,0,0
2020-12-31,PUG,70-79,0,0,0,0
2020-12-31,PUG,80-89,0,0,0,0
2020-12-31,PUG,90+,0,0,0,0
2020-12-31,SAR,05-11,0,0,0,0
2020-12-31,SAR,12-19,0,0,0,0
2020-12-31,SAR,20-29,0,0,0,0
2020-12-31,SAR,30-39,0,0,0,0
2020-12-31,SAR,40-49,0,0,1,0
2020-12-31,SAR,50-59,0,0,0,0
2020-12-31,SAR,60-69,0,0,0,0
2020-12-31,SAR,70-79,0,0,0,0
2020-12-31,SAR,80-89,0,0,0,0
2020-12-31,SAR,90+,0,0,0,0
2020-12-31,SIC,05-11,0,0,0,0
2020-12-31,SIC,12-19,0,0,0,0
2020-12-31,SIC,20-29,0,0,0,0
2020-12-31,SIC,30-39,1,0,2,0
2020-12-31,SIC,40-49,0,0,0,0
2020-12-31,SIC,50-59,0,0,0,0
2020-12-31,SIC,60-69,0,0,0,0
2020-12-31,SIC,70-79,0,0,0,0
2020-12-31,SIC,80-89,0,0,0,0
2020-12-31,SIC,90+,0,0,0,0
2020-12-31,TOS,05-11,0,0,0,0
2020-12-31,TOS,12-19,0,0,0,0
2020-12-31,TOS,20-29,0,0,0,0
2020-12-31,TOS,30-39,0,0,0,0
2020-12-31,TOS,40-49,0,0,1,0
2020-12-31,TOS,50-59,1,0,1,0
2020-12-31,TOS,60-69,0,0,1,0
2020-12-31,TOS,70-79,1,0,1,0
2020-12-31,TOS,80-89,0,0,0,0
2020-12-31,TOS,90+,2,0,2,0
2020-12-31,UMB,05-11,0,0,0,0
2020-12-31,UMB,12-19,0,0,0,0
2020-12-31,UMB,20-29,0,0,0,0
2020-12-31,UMB,30-39,0,0,0,0
2020-12-31,UMB,40-49,0,0,0,0
2020-12-31,UMB,50-59,0,0,0,0
2020-12-31,UMB,60-69,0,0,0,0
2020-12-31,UMB,70-79,0,0,0,0
2020-12-31,UMB,80-89,0,0,0,0
2020-12-31,UMB,90+,0,0,0,0
2020-12-31,VDA,05-11,0,0,0,0
2020-12-31,VDA,12-19,0,0,0,0
2020-12-31,VDA,20-29,0,0,0,0
2020-12-31,VDA,30-39,0,0,0,0
2020-12-31,VDA,40-49,0,0,0,0
2020-12-31,VDA,50-59,0,0,0,0
2020-12-31,VDA,60-69,0,0,0,0
2020-12-31,VDA,70-79,0,0,0,0
2020-12-31,VDA,80-89,0,0,0,0
2020-12-31,VDA,90+,0,0,0,0
2020-12-31,VEN,05-11,0,0,0,0
2020-12-31,VEN,12-19,0,0,0,0
2020-12-31,VEN,20-29,2,0,6,0
2020-12-31,VEN,30-39,4,0,5,0
2020-12-31,VEN,40-49,0,0,0,0
2020-12-31,VEN,50-59,1,0,2,0
2020-12-31,VEN,60-69,0,0,0,0
2020-12-31,VEN,70-79,0,0,0,0
2020-12-31,VEN,80-89,0,0,0,0
2020-12-31,VEN,90+,0,0,0,0
2021-01-01,ABR,05-11,0,0,0,0
2021-01-01,ABR,12-19,0,0,0,0
2021-01-01,ABR,20-29,0,0,0,0
2021-01-01,ABR,30-39,0,0,0,0
2021-01-01,ABR,40-49,0,0,0,0
2021-01-01,ABR,50-59,0,0,0,0
2021-01-01,ABR,60-69,0,0,0,0
2021-01-01,ABR,70-79,0,0,0,0
2021-01-01,ABR,80-89,0,0,0,0
2021-01-01,ABR,90+,0,0,0,0
2021-01-01,BAS,05-11,0,0,0,0
2021-01-01,BAS,12-19,0,0,0,0
2021-01-01,BAS,20-29,0,0,0,0
2021-01-01,BAS,30-39,0,0,0,0
2021-01-01,BAS,40-49,0,0,0,0
2021-01-01,BAS,50-59,0,0,0,0
2021-01-01,BAS,60-69,0,0,0,0
2021-01-01,BAS,70-79,0,0,0,0
2021-01-01,BAS,80-89,0,0,0,0
2021-01-01,BAS,90+,0,0,0,0
2021-01-01,CAL,05-11,0,0,0,0
2021-01-01,CAL,12-19,0,0,0,0
2021-01-01,CAL,20-29,0,0,0,0
2021-01-01,CAL,30-39,0,0,0,0
2021-01-01,CAL,40-49,0,0,0,0
2021-01-01,CAL,50-59,0,0,0,0
2021-01-01,CAL,60-69,0,0,0,0
2021-01-01,CAL,70-79,0,0,0,0
2021-01-01,CAL,80-89,0,0,0,0
2021-01-01,CAL,90+,0,0,0,0
2021-01-01,CAM,05-11,0,0,0,0
2021-01-01,CAM,12-19,0,0,0,0
2021-01-01,CAM,20-29,0,0,0,0
2021-01-01,CAM,30-39,1,0,1,0
2021-01-01,CAM,40-49,2,0,3,0
2021-01-01,CAM,50-59,0,0,1,0
2021-01-01,CAM,60-69,1,0,3,0
2021-01-01,CAM,70-79,0,0,0,0
2021-01-01,CAM,80-89,0,0,0,0
2021-01-01,CAM,90+,0,0,0,0
2021-01-01,EMR,05-11,0,0,0,0
2021-01-01,EMR,12-19,0,0,0,0
2021-01-01,EMR,20-29,0,0,0,0
2021-01-01,EMR,30-39,0,0,0,0
2021-01-01,EMR,40-49,0,0,2,0
2021-01-01,EMR,50-59,0,0,1,0
2021-01-01,EMR,60-69,0,0,0,0
2021-01-01,EMR,70-79,0,0,1,0
2021-01-01,EMR,80-89,0,0,2,0
2021-01-01,EMR,90+,0,0,1,0
2021-01-01,FVG,05-11,0,0,0,0
2021-01-01,FVG,12-19,0,0,0,0
2021-01-01,FVG,20-29,0,0,1,0
2021-01-01,FVG,30-39,0,0,0,0
2021-01-01,FVG,40-49,0,0,0,0
2021-01-01,FVG,50-59,0,0,0,0
2021-01-01,FVG,60-69,0,0,0,0
2021-01-01,FVG,70-79,0,0,0,0
2021-01-01,FVG,80-89,0,0,0,0
2021-01-01,FVG,90+,0,0,0,0
2021-01-01,LAZ,05-11,0,0,0,0
2021-01-01,LAZ,12-19,0,0,0,0
2021-01-01,LAZ,20-29,0,0,1,0
2021-01-01,LAZ,30-39,0,0,0,0
2021-01-01,LAZ,40-49,0,0,3,0
2021-01-01,LAZ,50-59,1,0,4,0
2021-01-01,LAZ,60-69,0,0,2,0
2021-01-01,LAZ,70-79,0,0,0,0
2021-01-01,LAZ,80-89,0,0,0,0
2021-01-01,LAZ,90+,0,0,0,0
2021-01-01,LIG,05-11,0,0,0,0
2021-01-01,LIG,12-19,0,0,0,0
2021-01-01,LIG,20-29,0,0,0,0
2021-01-01,LIG,30-39,0,0,0,0
2021-01-01,LIG,40-49,0,0,0,0
2021-01-01,LIG,50-59,0,0,0,0
2021-01-01,LIG,60-69,0,0,2,0
2021-01-01,LIG,70-79,0,0,0,0
2021-01-01,LIG,80-89,0,0,0,0
2021-01-01,LIG,90+,0,0,0,0
2021-01-01,LOM,05-11,0,0,0,0
2021-01-01,LOM,12-19,0,0,0,0
2021-01-01,LOM,20-29,0,0,0,0
2021-01-01,LOM,30-39,0,0,0,0
2021-01-01,LOM,40-49,0,0,1,0
2021-01-01,LOM,50-59,0,0,0,0
2021-01-01,LOM,60-69,0,0,0,0
2021-01-01,LOM,70-79,0,0,0,0
2021-01-01,LOM,80-89,0,0,0,0
2021-01-01,LOM,90+,0,0,0,0
2021-01-01,MAR,05-11,0,0,0,0
2021-01-01,MAR,12-19,0,0,0,0
2021-01-01,MAR,20-29,0,0,0,0
2021-01-01,MAR,30-39,0,0,0,0
2021-01-01,MAR,40-49,0,0,0,0
2021-01-01,MAR,50-59,0,0,0,0
2021-01-01,MAR,60-69,0,0,1,0
2021-01-01,MAR,70-79,0,0,0,0
2021-01-01,MAR,80-89,0,0,0,0
2021-01-01,MAR,90+,0,0,0,0
2021-01-01,MOL,05-11,0,0,0,0
2021-01-01,MOL,12-19,0,0,0,0
2021-01-01,MOL,20-29,0,0,0,0
2021-01-01,MOL,30-39,0,0,0,0
2021-01-01,MOL,40-49,0,0,0,0
2021-01-01,MOL,50-59,0,0,0,0
2021-01-01,MOL,60-69,0,0,1,0
2021-01-01,MOL,70-79,0,0,2,0
2021-01-01,MOL,80-89,0,0,1,0
2021-01-01,MOL,90+,0,0,2,0
2021-01-01,PAB,05-11,0,0,0,0
2021-01-01,PAB,12-19,0,0,0,0
2021-01-01,PAB,20-29,0,0,1,0
2021-01-01,PAB,30-39,0,0,1,0
2021-01-01,PAB,40-49,0,0,1,0
2021-01-01,PAB,50-59,0,0,1,0
2021-01-01,PAB,60-69,0,0,0,0
2021-01-01,PAB,70-79,0,0,0,0
2021-01-01,PAB,80-89,0,0,0,0
2021-01-01,PAB,90+,0,0,0,0
2021-01-01,PAT,05-11,0,0,0,0
2021-01-01,PAT,12-19,0,0,0,0
2021-01-01,PAT,20-29,0,0,0,0
2021-01-01,PAT,30-39,0,0,0,0
2021-01-01,PAT,40-49,0,0,0,0
2021-01-01,PAT,50-59,0,0,0,0
2021-01-01,PAT,60-69,0,0,0,0
2021-01-01,PAT,70-79,0,0,0,0
2021-01-01,PAT,80-89,0,0,1,0
2021-01-01,PAT,90+,0,0,0,0
2021-01-01,PIE,05-11,0,0,0,0
2021-01-01,PIE,12-19,0,0,0,0
2021-01-01,PIE,20-29,1,0,1,0
2021-01-01,PIE,30-39,0,0,2,0
2021-01-01,PIE,40-49,0,0,1,0
2021-01-01,PIE,50-59,1,0,6,0
2021-01-01,PIE,60-69,0,0,0,0
2021-01-01,PIE,70-79,0,0,0,0
2021-01-01,PIE,80-89,0,0,0,0
2021-01-01,PIE,90+,0,0,0,0
2021-01-01,PUG,05-11,0,0,0,0
2021-01-01,PUG,12-19,0,0,0,0
2021-01-01,PUG,20-29,0,0,0,0
2021-01-01,PUG,30-39,0,0,0,0
2021-01-01,PUG,40-49,0,0,0,0
2021-01-01,PUG,50-59,0,0,2,0
2021-01-01,PUG,60-69,0,0,0,0
2021-01-01,PUG,70-79,0,0,0,0
2021-01-01,PUG,80-89,0,0,0,0
2021-01-01,PUG,90+,0,0,0,0
2021-01-01,SAR,05-11,0,0,0,0
2021-01-01,SAR,12-19,0,0,0,0
2021-01-01,SAR,20-29,0,0,0,0
2021-01-01,SAR,30-39,0,0,0,0
2021-01-01,SAR,40-49,0,0,1,0
2021-01-01,SAR,50-59,0,0,0,0
2021-01-01,SAR,60-69,0,0,0,0
2021-01-01,SAR,70-79,0,0,0,0
2021-01-01,SAR,80-89,0,0,0,0
2021-01-01,SAR,90+,0,0,0,0
2021-01-01,SIC,05-11,0,0,0,0
2021-01-01,SIC,12-19,0,0,0,0
2021-01-01,SIC,20-29,0,0,0,0
2021-01-01,SIC,30-39,0,0,2,0
